1771901638.372, 1.058, 0.064, 12
1771901638.472, 1.073, 0.082, 12
1771901638.572, 1.023, -0.039, 13
1771901638.672, 0.995, -0.038, 12
1771901638.772, 1.028, -0.011, 13
1771901638.872, 1.011, -0.022, 13
1771901638.972, 0.992, -0.011, 12
1771901639.072, 0.981, -0.050, 12
1771901639.172, 0.958, -0.029, 12
1771901639.272, 1.013, 0.037, 13
1771901639.372, 1.019, 0.035, 12
1771901639.472, 1.065, 0.043, 13
1771901639.572, 1.067, 0.042, 12
1771901639.672, 1.064, -0.022, 13
1771901639.772, 1.028, -0.055, 12
1771901639.872, 0.935, -0.110, 13
1771901639.972, 1.026, -0.063, 12
1771901640.072, 0.972, -0.068, 13
1771901640.172, 1.008, 0.060, 12
